cmd_line,0,T1002,   ,%,%compress-archive%
cmd_line,0,T1003,   ,%,%creds.dmp%
cmd_line,0,T1003,   ,%,%download%powersploit%
cmd_line,0,T1003,   ,%,%exfiltration%
cmd_line,0,T1003,   ,%,%get-netcomputer%
cmd_line,0,T1003,   ,%,%hklm%sam%
cmd_line,0,T1003,   ,%,%hklm%security%
cmd_line,0,T1003,   ,%,%hklm%system%
cmd_line,0,T1003,   ,%,%invoke-mimikatz%
cmd_line,0,T1003,   ,%,%nppspy%
cmd_line,0,T1003,.001,%,%dumpcreds%
cmd_line,0,T1003,.001,%,%ma lsass.exe%
cmd_line,0,T1003,.001,%,%minidump%lsass%
cmd_line,0,T1003,.001,%,%procdump%lsass%
cmd_line,0,T1003,.001,rundll32.exe,%comsvcs.dll%
cmd_line,0,T1003,.002,%,%reg query hklm%f password%t reg_sz%
cmd_line,0,T1003,.002,%,%webrequest%empire%dump%
cmd_line,0,T1003,.002,reg.exe,%query hklm%f password%t reg_sz%
cmd_line,0,T1005,   ,%,%get-childitem c:%users -recurse -include%
cmd_line,0,T1006,   ,%,%io.filestream%format-hex%
cmd_line,0,T1007,   ,%,%get-service%
cmd_line,0,T1010,   ,%,%get-process%mainwindowtitle%shell.application%
cmd_line,0,T1012,   ,%,%get-itemproperty%hklm:%windows%currentversion%
cmd_line,0,T1016,   ,%,%-c%ipconfig%
cmd_line,0,T1016,   ,%,%-find%
cmd_line,0,T1016,   ,%,%foreach%port%
cmd_line,0,T1016,   ,%,%nbtstat -n%
cmd_line,0,T1016,   ,%,%ping%
cmd_line,0,T1016,   ,%,%-scan%
cmd_line,0,T1016,   ,%,%wifi.ps1 -pref%
cmd_line,0,T1016,   ,%,%wifi.ps1 -scan%
cmd_line,0,T1016,   ,ipconfig.exe,%
cmd_line,0,T1016,   ,nbstat.exe,%-n%
cmd_line,0,T1018,   ,%,%arp -a%
cmd_line,0,T1018,   ,%,%get-domaincomputer%
cmd_line,0,T1018,   ,%,%get-netcomputer%
cmd_line,0,T1018,   ,%,%ipconfig%findstr%
cmd_line,0,T1018,   ,%,%nbtstat -a #{remote.host.ip}%
cmd_line,0,T1018,   ,%,%nltest%dclist%
cmd_line,0,T1018,   ,%,%nltest%dclist%
cmd_line,0,T1018,   ,%,%nltest%dsgetdc%
cmd_line,0,T1018,   ,%,%nslookup #{remote.host.ip}%
cmd_line,0,T1018,   ,%,%nslookup%mail%
cmd_line,0,T1018,   ,%,%powerview.ps1%get-domaincomputer%
cmd_line,0,T1018,   ,arp.exe,%-a%
cmd_line,0,T1018,   ,nbstat.exe,%remote.host.ip%
cmd_line,0,T1018,   ,nltest%,%dsgetdc%
cmd_line,0,T1018,   ,nltest.exe,%dclist%
cmd_line,0,T1018,   ,nltest.exe,%dclist%
cmd_line,0,T1018,   ,nslookup.exe,%mail%
cmd_line,0,T1018,   ,nslookup.exe,%remote.host.ip%
cmd_line,0,T1020,   ,%,%application%octet-stream%
cmd_line,0,T1021,.002,%,%net use%/user:%n%
cmd_line,0,T1021,.002,%,%new-psdrive%target%
cmd_line,0,T1021,.002,net.exe,%use%/user:%n%
cmd_line,0,T1021,.003,%,%createinstance%executeshellcommand%
cmd_line,0,T1021,.003,%,%gettypefromprogid%executeshellcommand%
cmd_line,0,T1021,.006,%,%enable-psremoting%
cmd_line,0,T1021,.006,%,%evil-winrm%
cmd_line,0,T1021,.006,%,%evil-winrm%admin%-p%
cmd_line,0,T1021,.006,%,%invoke-command%computername%script%
cmd_line,0,T1027,   ,%,%base64%
cmd_line,0,T1027,   ,%,%-ec%
cmd_line,0,T1027,   ,%,%encode%
cmd_line,0,T1027,   ,%,%set-itemproperty%hkcu%iex%
cmd_line,0,T1027,   ,%,%set-itemproperty%hklm%iex%
cmd_line,0,T1027,   ,%,%unicode%
cmd_line,0,T1027,.004,%,%invoke-expressiion%compile%
cmd_line,0,T1031,   ,%,%get-service -name%stop-service%copy-item -path%
cmd_line,0,T1033,   ,%,%$env:username%
cmd_line,0,T1033,   ,%,%get-netuser -admincount%
cmd_line,0,T1033,   ,%,%get-netuser -spn%
cmd_line,0,T1033,   ,%,%get-netuser%
cmd_line,0,T1033,   ,%,%userhunter%stealth%
cmd_line,0,T1033,   ,%,%whoami%
cmd_line,0,T1036,.003,%,%copy%windows%system%
cmd_line,0,T1036,.003,%,%copy%windows%wow%
cmd_line,0,T1036,.003,%,%start-process%exe%.id%
cmd_line,0,T1037,.001,%,%reg%add%environment%userinitmprlogonscript%
cmd_line,0,T1037,.001,reg.exe,%add%environment%userinitmprlogonscript%
cmd_line,0,T1037,.002,%,%touch%private%prefrences%loginwindow.plist%
cmd_line,0,T1037,.002,%,%write%loginhook%
cmd_line,0,T1037,.002,touch,%private%prefrences%loginwindow.plist%
cmd_line,0,T1037,.004,%,%>>%rc.common%
cmd_line,0,T1037,.005,%,%library%startupitems%
cmd_line,0,T1037,.005,%,%startupparameters%plist%
cmd_line,0,T1037,.005,%,%startupparameters%plist%
cmd_line,0,T1040,   ,%,%new-neteventsession -name%-capturemode%
cmd_line,0,T1040,   ,%,%pcap%tcp%
cmd_line,0,T1041,   ,%,%file%upload%
cmd_line,0,T1046,   ,%,%get-netipconfiguration%
cmd_line,0,T1046,   ,%,%nmap -sv -p
cmd_line,0,T1046,   ,%,%nmap%
cmd_line,0,T1046,   ,%,%scan%ports%
cmd_line,0,T1046,   ,nmap.exe,%
cmd_line,0,T1046,   ,nmap.exe,%sv -p
cmd_line,0,T1047,   ,%,%wmic%
cmd_line,0,T1047,   ,%,%wmic%node:%user:%password%process call create%
cmd_line,0,T1047,   ,%,%wmic%process%get%
cmd_line,0,T1047,   ,%,wmic%node:%user:%password:%process call create%
cmd_line,0,T1047,   ,wmic.exe,%node%password%process call create%
cmd_line,0,T1047,   ,wmic.exe,%node:%user:%password%process call create%
cmd_line,0,T1047,   ,wmic.exe,%process get%executablepath%name%processid%parentprocessid%
cmd_line,0,T1048,.003,%,%ping.send(%)%
cmd_line,0,T1048,.003,%,%send%.%.%.%
cmd_line,0,T1048,.003,%,%system.net.networkinginformation.ping%
cmd_line,0,T1048,.003,%,%uri%method%post%body%
cmd_line,0,T1049,   ,%,%find-%share%
cmd_line,0,T1049,   ,%,%get-nettcpconnection%
cmd_line,0,T1049,   ,%,%invoke-%scanner%
cmd_line,0,T1049,   ,%,%invoke-kerber%
cmd_line,0,T1049,   ,%,%netstat -ano%get-nettcpconnection%
cmd_line,0,T1049,   ,netstat.exe,%-ano%
cmd_line,0,T1050,   ,%,%new-service%
cmd_line,0,T1050,   ,%,%sc%create%service%
cmd_line,0,T1050,   ,sc.exe,%create service%
cmd_line,0,T1053,.001,%,% at now%
cmd_line,0,T1053,.001,%,%at atd%
cmd_line,0,T1053,.001,%,%which at%
cmd_line,0,T1053,.001,%,%which atd%
